Original_x,Optimal_x,Cost,Objective,Runtime,Slack_fa,Slack_va,Slack_ca,Slack_rs
"[6.6, 0.52, 0.04, 2.2, 0.069, 8.0, 15.0, 0.9956, 3.4, 0.63, 9.4]","[ 4.          0.2         0.89228391  6.7         0.069       8.
 15.          0.9956      3.4         0.63        9.4       ]",0.342283913716503,0.342283913716503,0.0220909118652343,0,0,0.342283913716503,0
"[6.6, 0.5, 0.04, 2.1, 0.068, 6.0, 14.0, 0.9955, 3.39, 0.64, 9.4]","[ 4.          0.2         0.86423605  6.7         0.068       6.
 14.          0.9955      3.39        0.64        9.4       ]",0.314236053663603,0.314236053663603,0.0231349468231201,0,0,0.314236053663603,0
"[7.7, 0.62, 0.04, 3.8, 0.084, 25.0, 45.0, 0.9978, 3.34, 0.53, 9.5]","[ 4.          0.2         0.93036409  6.7         0.084      25.
 45.          0.9978      3.34        0.53        9.5       ]",0.380364090578447,0.380364090578447,0.0213572978973388,0,0,0.380364090578447,0
"[7.8, 0.59, 0.18, 2.3, 0.076, 17.0, 54.0, 0.9975, 3.43, 0.59, 10.0]","[ 4.          0.2         0.82510383  6.7         0.076      17.
 54.          0.9975      3.43        0.59       10.        ]",0.275103826172175,0.275103826172175,0.0231702327728271,0,0,0.275103826172175,0
"[7.3, 0.39, 0.31, 2.4, 0.074, 9.0, 46.0, 0.9962, 3.41, 0.54, 9.4]","[ 4.          0.2         1.08023375  6.7         0.074       9.
 46.          0.9962      3.41        0.54        9.4       ]",0.530233750607268,0.530233750607268,0.021620750427246,0,0,0.530233750607268,0
"[8.8, 0.4, 0.4, 2.2, 0.079, 19.0, 52.0, 0.998, 3.44, 0.64, 9.2]","[ 4.          0.2         1.02299602  6.7         0.079      19.
 52.          0.998       3.44        0.64        9.2       ]",0.472996021851814,0.472996021851814,0.0204780101776123,0,0,0.472996021851814,0
"[7.7, 0.69, 0.49, 1.8, 0.115, 20.0, 112.0, 0.9968, 3.21, 0.71, 9.3]","[  4.           0.2          0.72628013   6.7          0.115
  20.         112.           0.9968       3.21         0.71
   9.3       ]",0.176280127119064,0.176280127119064,0.0664417743682861,0,0,0.176280127119064,0
"[7.5, 0.52, 0.16, 1.9, 0.085, 12.0, 35.0, 0.9968, 3.38, 0.62, 9.5]","[ 4.          0.2         0.91793171  6.7         0.085      12.
 35.          0.9968      3.38        0.62        9.5       ]",0.367931707556194,0.367931707556194,0.0537314414978027,0,0,0.367931707556194,0
"[7.0, 0.735, 0.05, 2.0, 0.081, 13.0, 54.0, 0.9966, 3.39, 0.57, 9.8]","[ 4.          0.2         0.89863626  6.7         0.081      13.
 54.          0.9966      3.39        0.57        9.8       ]",0.348636263569160,0.348636263569160,0.065148115158081,0,0,0.348636263569160,0
"[7.2, 0.725, 0.05, 4.65, 0.086, 4.0, 11.0, 0.9962, 3.41, 0.39, 10.9]","[ 4.          0.2         0.90491841  6.7         0.086       4.
 11.          0.9962      3.41        0.39       10.9       ]",0.354918408126178,0.354918408126178,0.080773115158081,0,0,0.354918408126178,0
"[7.2, 0.725, 0.05, 4.65, 0.086, 4.0, 11.0, 0.9962, 3.41, 0.39, 10.9]","[ 4.          0.2         0.90491841  6.7         0.086       4.
 11.          0.9962      3.41        0.39       10.9       ]",0.354918408126178,0.354918408126178,0.0478653907775878,0,0,0.354918408126178,0
"[7.5, 0.52, 0.11, 1.5, 0.079, 11.0, 39.0, 0.9968, 3.42, 0.58, 9.6]","[ 4.          0.2         0.98645791  6.7         0.079      11.
 39.          0.9968      3.42        0.58        9.6       ]",0.436457907804736,0.436457907804736,0.0544824600219726,0,0,0.436457907804736,0
"[7.7, 0.63, 0.08, 1.9, 0.076, 15.0, 27.0, 0.9967, 3.32, 0.54, 9.5]","[ 4.         0.2        0.8781703  6.7        0.076     15.
 27.         0.9967     3.32       0.54       9.5      ]",0.328170298411229,0.328170298411229,0.0266170501708984,0,0,0.328170298411229,0
"[7.7, 0.67, 0.23, 2.1, 0.088, 17.0, 96.0, 0.9962, 3.32, 0.48, 9.5]","[4.00000000e+00 2.00000000e-01 1.05470629e+00 6.70000000e+00
 8.80000000e-02 1.70000000e+01 9.60000000e+01 9.96200000e-01
 3.32000000e+00 4.80000000e-01 9.50000000e+00]",0.504706292309911,0.504706292309911,0.021195650100708,0,0,0.504706292309911,0
"[7.7, 0.69, 0.22, 1.9, 0.084, 18.0, 94.0, 0.9961, 3.31, 0.48, 9.5]","[4.0000000e+00 2.0000000e-01 1.0122498e+00 6.7000000e+00 8.4000000e-02
 1.8000000e+01 9.4000000e+01 9.9610000e-01 3.3100000e+00 4.8000000e-01
 9.5000000e+00]",0.462249797356432,0.462249797356432,0.0286095142364501,0,0,0.462249797356432,0
"[8.3, 0.675, 0.26, 2.1, 0.084, 11.0, 43.0, 0.9976, 3.31, 0.53, 9.2]","[ 4.          0.2         1.03801393  6.7         0.084      11.
 43.          0.9976      3.31        0.53        9.2       ]",0.488013926146205,0.488013926146205,0.0629994869232177,0,0,0.488013926146205,0
"[8.8, 0.41, 0.64, 2.2, 0.093, 9.0, 42.0, 0.9986, 3.54, 0.66, 10.5]","[ 4.          0.2         0.85787308  6.7         0.093       9.
 42.          0.9986      3.54        0.66       10.5       ]",0.307873075857301,0.307873075857301,0.0558574199676513,0,0,0.307873075857301,0
"[8.8, 0.41, 0.64, 2.2, 0.093, 9.0, 42.0, 0.9986, 3.54, 0.66, 10.5]","[ 4.          0.2         0.85787308  6.7         0.093       9.
 42.          0.9986      3.54        0.66       10.5       ]",0.307873075857301,0.307873075857301,0.0484430789947509,0,0,0.307873075857301,0
"[6.8, 0.785, 0.0, 2.4, 0.104, 14.0, 30.0, 0.9966, 3.52, 0.55, 10.7]","[ 4.          0.2         0.96121109  6.7         0.104      14.
 30.          0.9966      3.52        0.55       10.7       ]",0.411211087793697,0.411211087793697,0.0488090515136718,0,0,0.411211087793697,0
"[6.7, 0.75, 0.12, 2.0, 0.086, 12.0, 80.0, 0.9958, 3.38, 0.52, 10.1]","[ 4.          0.2         0.90685941  6.7         0.086      12.
 80.          0.9958      3.38        0.52       10.1       ]",0.356859412654956,0.356859412654956,0.0613915920257568,0,0,0.356859412654956,0
"[6.2, 0.45, 0.2, 1.6, 0.069, 3.0, 15.0, 0.9958, 3.41, 0.56, 9.2]","[ 4.          0.2         1.09975915  6.7         0.069       3.
 15.          0.9958      3.41        0.56        9.2       ]",0.549759150248106,0.549759150248106,0.0462837219238281,0,0,0.549759150248106,0
"[7.8, 0.43, 0.7, 1.9, 0.4639999999999999, 22.0, 67.0, 0.9974, 3.13, 1.28, 9.4]","[ 4.          0.2         1.50576361  6.7         0.464      22.
 67.          0.9974      3.13        1.28        9.4       ]",0.955763610131799,0.955763610131799,0.0569109916687011,0,0,0.955763610131799,0
"[7.4, 0.5, 0.47, 2.0, 0.086, 21.0, 73.0, 0.997, 3.36, 0.57, 9.1]","[ 4.          0.2         1.06953114  6.7         0.086      21.
 73.          0.997       3.36        0.57        9.1       ]",0.519531141983984,0.519531141983984,0.0345535278320312,0,0,0.519531141983984,0
"[7.3, 0.67, 0.26, 1.8, 0.401, 16.0, 51.0, 0.9969, 3.16, 1.14, 9.4]","[ 4.          0.2         1.45541883  6.7         0.401      16.
 51.          0.9969      3.16        1.14        9.4       ]",0.905418829890885,0.905418829890885,0.0447046756744384,0,0,0.905418829890885,0
"[6.9, 0.55, 0.15, 2.2, 0.076, 19.0, 40.0, 0.9961, 3.41, 0.59, 10.1]","[ 4.          0.2         0.74721908  6.7         0.076      19.
 40.          0.9961      3.41        0.59       10.1       ]",0.197219077230317,0.197219077230317,0.0442585945129394,0,0,0.197219077230317,0
"[7.7, 0.49, 0.26, 1.9, 0.062, 9.0, 31.0, 0.9966, 3.39, 0.64, 9.6]","[ 4.          0.2         0.76306847  6.7         0.062       9.
 31.          0.9966      3.39        0.64        9.6       ]",0.213068473178984,0.213068473178984,0.0575931072235107,0,0,0.213068473178984,0
"[7.0, 0.62, 0.08, 1.8, 0.076, 8.0, 24.0, 0.9978, 3.48, 0.53, 9.0]","[ 4.          0.2         1.33835522  6.7         0.076       8.
 24.          0.9978      3.48        0.53        9.        ]",0.788355219544031,0.788355219544031,0.0392467975616455,0,0,0.788355219544031,0
"[7.7, 0.49, 0.26, 1.9, 0.062, 9.0, 31.0, 0.9966, 3.39, 0.64, 9.6]","[ 4.          0.2         0.76306847  6.7         0.062       9.
 31.          0.9966      3.39        0.64        9.6       ]",0.213068473178984,0.213068473178984,0.0536966323852539,0,0,0.213068473178984,0
"[5.0, 1.02, 0.04, 1.4, 0.045, 41.0, 85.0, 0.9938, 3.75, 0.48, 10.5]","[4.00000000e+00 2.00000000e-01 1.09857524e+00 6.70000000e+00
 4.50000000e-02 4.10000000e+01 8.50000000e+01 9.93800000e-01
 3.75000000e+00 4.80000000e-01 1.05000000e+01]",0.548575237793491,0.548575237793491,0.0407195091247558,0,0,0.548575237793491,0
"[6.8, 0.775, 0.0, 3.0, 0.102, 8.0, 23.0, 0.9965, 3.45, 0.56, 10.7]","[ 4.          0.2         0.84607733  6.7         0.102       8.
 23.          0.9965      3.45        0.56       10.7       ]",0.296077332046432,0.296077332046432,0.0445187091827392,0,0,0.296077332046432,0
"[7.0, 0.5, 0.25, 2.0, 0.07, 3.0, 22.0, 0.9963, 3.25, 0.63, 9.2]","[ 4.          0.2         0.74300709  6.7         0.07        3.
 22.          0.9963      3.25        0.63        9.2       ]",0.193007093879373,0.193007093879373,0.0530567169189453,0,0,0.193007093879373,0
"[7.6, 0.9, 0.06, 2.5, 0.079, 5.0, 10.0, 0.9967, 3.39, 0.56, 9.8]","[ 4.          0.2         0.91911947  6.7         0.079       5.
 10.          0.9967      3.39        0.56        9.8       ]",0.369119467880636,0.369119467880636,0.0638043880462646,0,0,0.369119467880636,0
"[8.1, 0.545, 0.18, 1.9, 0.08, 13.0, 35.0, 0.9972, 3.3, 0.59, 9.0]","[ 4.          0.2         0.96063108  6.7         0.08       13.
 35.          0.9972      3.3         0.59        9.        ]",0.410631078918746,0.410631078918746,0.0284206867218017,0,0,0.410631078918746,0
"[8.3, 0.61, 0.3, 2.1, 0.084, 11.0, 50.0, 0.9972, 3.4, 0.61, 10.2]","[ 4.          0.2         0.75050116  6.7         0.084      11.
 50.          0.9972      3.4         0.61       10.2       ]",0.200501162545365,0.200501162545365,0.0511336326599121,0,0,0.200501162545365,0
"[8.1, 0.545, 0.18, 1.9, 0.08, 13.0, 35.0, 0.9972, 3.3, 0.59, 9.0]","[ 4.          0.2         0.96063108  6.7         0.08       13.
 35.          0.9972      3.3         0.59        9.        ]",0.410631078918746,0.410631078918746,0.0358684062957763,0,0,0.410631078918746,0
"[8.1, 0.575, 0.22, 2.1, 0.077, 12.0, 65.0, 0.9967, 3.29, 0.51, 9.2]","[ 4.          0.2         1.00537115  6.7         0.077      12.
 65.          0.9967      3.29        0.51        9.2       ]",0.455371145737733,0.455371145737733,0.0356574058532714,0,0,0.455371145737733,0
"[7.2, 0.49, 0.24, 2.2, 0.07, 5.0, 36.0, 0.996, 3.33, 0.48, 9.4]","[ 4.         0.2        1.0344553  6.7        0.07       5.
 36.         0.996      3.33       0.48       9.4      ]",0.484455297152883,0.484455297152883,0.0224037170410156,0,0,0.484455297152883,0
"[8.1, 0.575, 0.22, 2.1, 0.077, 12.0, 65.0, 0.9967, 3.29, 0.51, 9.2]","[ 4.          0.2         1.00537115  6.7         0.077      12.
 65.          0.9967      3.29        0.51        9.2       ]",0.455371145737733,0.455371145737733,0.0240967273712158,0,0,0.455371145737733,0
"[7.8, 0.41, 0.68, 1.7, 0.467, 18.0, 69.0, 0.9973, 3.08, 1.31, 9.3]","[ 4.          0.2         1.44551895  6.7         0.467      18.
 69.          0.9973      3.08        1.31        9.3       ]",0.895518952799843,0.895518952799843,0.0205740928649902,0,0,0.895518952799843,0
"[6.2, 0.63, 0.31, 1.7, 0.088, 15.0, 64.0, 0.9969, 3.46, 0.79, 9.3]","[ 4.          0.2         0.86762506  6.7         0.088      15.
 64.          0.9969      3.46        0.79        9.3       ]",0.317625062633201,0.317625062633201,0.0222856998443603,0,0,0.317625062633201,0
"[8.1, 0.785, 0.52, 2.0, 0.122, 37.0, 153.0, 0.9969, 3.21, 0.69, 9.3]","[4.00000000e+00 2.00000000e-01 7.36005081e-01 6.70000000e+00
 1.22000000e-01 3.70000000e+01 1.53000000e+02 9.96900000e-01
 3.21000000e+00 6.90000000e-01 9.30000000e+00]",0.186005080893080,0.186005080893080,0.0236740112304687,0,0,0.186005080893080,0
"[8.3, 0.54, 0.28, 1.9, 0.077, 11.0, 40.0, 0.9978, 3.39, 0.61, 10.0]","[ 4.          0.2         0.75558771  6.7         0.077      11.
 40.          0.9978      3.39        0.61       10.        ]",0.205587712928035,0.205587712928035,0.0225119590759277,0,0,0.205587712928035,0
"[7.8, 0.56, 0.12, 2.0, 0.0819999999999999, 7.0, 28.0, 0.997, 3.37, 0.5, 9.4]","[ 4.          0.2         1.11853468  6.7         0.082       7.
 28.          0.997       3.37        0.5         9.4       ]",0.568534682840853,0.568534682840853,0.0241684913635253,0,0,0.568534682840853,0
"[7.0, 0.69, 0.08, 1.8, 0.0969999999999999, 22.0, 89.0, 0.9959, 3.34, 0.54, 9.2]","[ 4.          0.2         1.11264805  6.7         0.097      22.
 89.          0.9959      3.34        0.54        9.2       ]",0.562648049903065,0.562648049903065,0.0228040218353271,0,0,0.562648049903065,0
"[7.3, 1.07, 0.09, 1.7, 0.178, 10.0, 89.0, 0.9962, 3.3, 0.57, 9.0]","[ 4.          0.2         1.54450457  6.7         0.178      10.
 89.          0.9962      3.3         0.57        9.        ]",0.994504570596300,0.994504570596300,0.0259146690368652,0,0,0.994504570596300,0
"[7.3, 0.695, 0.0, 2.5, 0.075, 3.0, 13.0, 0.998, 3.49, 0.52, 9.2]","[ 4.          0.2         1.31860069  6.7         0.075       3.
 13.          0.998       3.49        0.52        9.2       ]",0.768600688844241,0.768600688844241,0.0463902950286865,0,0,0.768600688844241,0
"[8.0, 0.71, 0.0, 2.6, 0.08, 11.0, 34.0, 0.9976, 3.44, 0.53, 9.5]","[ 4.          0.2         1.12851153  6.7         0.08       11.
 34.          0.9976      3.44        0.53        9.5       ]",0.578511525332483,0.578511525332483,0.0282437801361084,0,0,0.578511525332483,0
"[7.8, 0.5, 0.17, 1.6, 0.0819999999999999, 21.0, 102.0, 0.996, 3.39, 0.48, 9.5]","[4.00000000e+00 2.00000000e-01 1.12131435e+00 6.70000000e+00
 8.20000000e-02 2.10000000e+01 1.02000000e+02 9.96000000e-01
 3.39000000e+00 4.80000000e-01 9.50000000e+00]",0.571314349942429,0.571314349942429,0.0212099552154541,0,0,0.571314349942429,0
"[9.0, 0.62, 0.04, 1.9, 0.146, 27.0, 90.0, 0.9984, 3.16, 0.7, 9.4]","[ 4.          0.2         0.74979033  6.7         0.146      27.
 90.          0.9984      3.16        0.7         9.4       ]",0.199790334574257,0.199790334574257,0.0228621959686279,0,0,0.199790334574257,0
"[8.2, 1.33, 0.0, 1.7, 0.081, 3.0, 12.0, 0.9964, 3.53, 0.49, 10.9]","[ 4.          0.2         0.92557141  6.7         0.081       3.
 12.          0.9964      3.53        0.49       10.9       ]",0.375571409357267,0.375571409357267,0.0456516742706298,0,0,0.375571409357267,0
"[8.1, 1.33, 0.0, 1.8, 0.0819999999999999, 3.0, 12.0, 0.9964, 3.54, 0.48, 10.9]","[ 4.          0.2         0.96215878  6.7         0.082       3.
 12.          0.9964      3.54        0.48       10.9       ]",0.412158776611601,0.412158776611601,0.0201086997985839,0,0,0.412158776611601,0
"[6.1, 0.38, 0.15, 1.8, 0.072, 6.0, 19.0, 0.9955, 3.42, 0.57, 9.4]","[ 4.          0.2         1.04218248  6.7         0.072       6.
 19.          0.9955      3.42        0.57        9.4       ]",0.492182477542635,0.492182477542635,0.020784854888916,0,0,0.492182477542635,0
"[8.0, 0.745, 0.56, 2.0, 0.118, 30.0, 134.0, 0.9968, 3.24, 0.66, 9.4]","[4.00000000e+00 2.00000000e-01 8.00206209e-01 6.70000000e+00
 1.18000000e-01 3.00000000e+01 1.34000000e+02 9.96800000e-01
 3.24000000e+00 6.60000000e-01 9.40000000e+00]",0.250206208555647,0.250206208555647,0.0353572368621826,0,0,0.250206208555647,0
"[6.6, 0.5, 0.01, 1.5, 0.06, 17.0, 26.0, 0.9952, 3.4, 0.58, 9.8]","[ 4.          0.2         0.75998511  6.7         0.06       17.
 26.          0.9952      3.4         0.58        9.8       ]",0.209985112201976,0.209985112201976,0.0529372692108154,0,0,0.209985112201976,0
"[7.2, 0.415, 0.36, 2.0, 0.081, 13.0, 45.0, 0.9972, 3.48, 0.64, 9.2]","[ 4.          0.2         1.12237157  6.7         0.081      13.
 45.          0.9972      3.48        0.64        9.2       ]",0.572371571767527,0.572371571767527,0.0435864925384521,0,0,0.572371571767527,0
"[7.8, 0.56, 0.19, 2.1, 0.081, 15.0, 105.0, 0.9962, 3.33, 0.54, 9.5]","[4.00000000e+00 2.00000000e-01 9.55981897e-01 6.70000000e+00
 8.10000000e-02 1.50000000e+01 1.05000000e+02 9.96200000e-01
 3.33000000e+00 5.40000000e-01 9.50000000e+00]",0.405981897089483,0.405981897089483,0.0308527946472167,0,0,0.405981897089483,0
"[7.8, 0.56, 0.19, 2.0, 0.081, 17.0, 108.0, 0.9962, 3.32, 0.54, 9.5]","[4.00000000e+00 2.00000000e-01 9.32259943e-01 6.70000000e+00
 8.10000000e-02 1.70000000e+01 1.08000000e+02 9.96200000e-01
 3.32000000e+00 5.40000000e-01 9.50000000e+00]",0.382259943255780,0.382259943255780,0.0246872901916503,0,0,0.382259943255780,0
"[6.3, 0.39, 0.08, 1.7, 0.066, 3.0, 20.0, 0.9954, 3.34, 0.58, 9.4]","[ 4.          0.2         0.88008755  6.7         0.066       3.
 20.          0.9954      3.34        0.58        9.4       ]",0.330087550516170,0.330087550516170,0.0545928478240966,0,0,0.330087550516170,0
